record_flag,timestamp,EyeBlink_L,EyeBlink_R,EyeSquint_L,EyeSquint_R,EyeDown_L,EyeDown_R,EyeIn_L,EyeIn_R,EyeOpen_L,EyeOpen_R,EyeOut_L,EyeOut_R,EyeUp_L,EyeUp_R,BrowsD_L,BrowsD_R,BrowsU_C,BrowsU_L,BrowsU_R,JawFwd,JawLeft,JawOpen,JawChew,JawRight,MouthLeft,MouthRight,MouthFrown_L,MouthFrown_R,MouthSmile_L,MouthSmile_R,MouthDimple_L,MouthDimple_R,LipsStretch_L,LipsStretch_R,LipsUpperClose,LipsLowerClose,LipsUpperUp,LipsLowerDown,LipsUpperOpen,LipsLowerOpen,LipsFunnel,LipsPucker,ChinLowerRaise,ChinUpperRaise,Sneer,Puff,CheekSquint_L,CheekSquint_R
True,1175039.0797398335,0.0,0.0,0.196492761374,0.150786191225,0.633340239525,0.63456517458,0.406080543995,0.0,0.358011007309,0.598883271217,0.0,0.189971625805,9.28910537823e-07,3.26759582094e-05,0.0,0.0,0.000352418981493,0.29910621047,0.0993101894855,0.0074948775582,0.0,0.0,0.00138987821992,0.0,0.00161810021382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44092169404,0.501325786114,0.126062780619,0.304512947798,0.0,0.0426467135549,0.0,0.000502444570884,0.0553736463189,0.417938768864,0.0,0.0,0.005472951103,0.0726455524564,0.0,0.0
True,1175072.6707398335,0.0,0.0,0.242208704352,0.13727940619,0.642172932625,0.643578231335,0.407318234444,0.0,0.467285305262,0.571389138699,0.0,0.190819010139,5.03322953591e-05,2.70313139481e-05,0.0,0.0,0.00909519009292,0.327624946833,0.0671965554357,0.0104693286121,0.00720856990665,0.0,8.15372477518e-05,0.0,0.00169137283228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.312273621559,0.420145273209,0.115136928856,0.301809072495,0.0,0.0325227417052,0.0,2.61518871412e-05,0.0651879012585,0.380011826754,0.0,0.0,0.000692409055773,0.0475843697786,0.0,0.0
True,1175106.2627398334,0.0,0.0,0.326201707125,0.123623341322,0.647695124149,0.649081170559,0.407924920321,0.0,0.518117189407,0.54418104887,0.0,0.191451817751,1.33137814373e-06,1.30499693114e-05,0.0,0.0,0.0226414892823,0.38106918335,0.0745449736714,0.0124275805429,0.00269531877711,0.0,0.000629909744021,0.0,0.0172927957028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18543805182,0.374093770981,0.122330971062,0.291932016611,0.0,0.0124442065135,0.0,0.0,0.0833776891232,0.349735170603,0.0,0.0,2.47277548624e-05,0.0421525500715,0.0,0.0
True,1175139.8537398335,0.0,0.0,0.393171280622,0.168790072203,0.648023784161,0.649549782276,0.422064751387,0.0,0.500678122044,0.576275348663,0.0,0.205812290311,6.97671680427e-08,2.07716584555e-05,0.0,0.0,0.0334979817271,0.389298886061,0.0858362093568,0.0147409634665,0.000141211698065,0.0,0.000555353239179,0.0,0.0296451728791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.100041694939,0.356058061123,0.129012465477,0.26212990284,0.0,0.00195870082825,0.0,0.00195252825506,0.098524518311,0.32826384902,0.0,0.0,0.0,0.0354056507349,0.0,0.0
True,1175173.4457398334,0.0,0.0,0.355235099792,0.168787255883,0.646013498306,0.647497057915,0.425216645002,0.0,0.438686341047,0.609055817127,0.0,0.209100425243,9.15131022339e-06,3.95342867705e-05,0.0,0.0,0.0144609166309,0.326267808676,0.0912227779627,0.00774639286101,0.0,0.0,0.00254822033457,0.0,0.0271054022014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.200566217303,0.42307472229,0.143037438393,0.26023337245,0.0,8.15781895653e-05,0.0,0.000730613712221,0.107158660889,0.34913906455,0.0,0.0,0.0,0.0552139133215,0.0,0.0
True,1175207.0367398334,0.0,0.0,0.343488812447,0.198433458805,0.643117487431,0.644564211369,0.419595330954,0.0,0.449045926332,0.63556599617,0.0,0.203186482191,1.95348056877e-05,5.05135503772e-05,0.0,0.0,0.0150574445724,0.304450601339,0.107087261975,0.00148892251309,0.0,0.0,0.00308062392287,0.0,0.0207599606365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.334529787302,0.471268087626,0.129864901304,0.273654550314,0.0,0.0,0.0,3.8285201299e-05,0.0838467925787,0.368131965399,0.0,0.0,0.0,0.0628440976143,0.0,0.0
True,1175240.6287398336,0.0,0.0,0.348322808743,0.243282496929,0.63601911068,0.637478470802,0.425123929977,0.0,0.46068623662,0.66338044405,0.0,0.208909004927,1.11578401629e-06,4.46738304163e-05,0.0,0.0,0.0560131780803,0.315284997225,0.122169546783,0.00826946739107,0.00674430420622,0.0,0.000859447289258,0.0,0.00541391409934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.287627786398,0.413176894188,0.0956990048289,0.274234771729,0.0,0.0013286836911,0.0,0.0110072949901,0.0576081722975,0.359240949154,0.0,0.0,0.0,0.0591736584902,0.0,0.0
True,1175274.2197398336,0.0,0.0,0.279576987028,0.187983706594,0.635946512222,0.637356817722,0.42105820775,0.0,0.423845171928,0.630643844604,0.0,0.204991966486,7.11061056791e-06,2.80085660052e-05,0.0,0.0,0.0222769659013,0.323935776949,0.103000342846,0.0186521448195,0.00252198497765,0.0,4.25534926762e-05,0.0,0.0168418269604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2477825284,0.417378902435,0.104295089841,0.260453701019,0.0,0.00709604844451,0.0,0.0178533084691,0.0594445466995,0.365270167589,0.0,0.0,0.0,0.0638840645552,0.0,0.0
True,1175307.8117398336,0.0,0.0,0.268675535917,0.112011894584,0.635726332664,0.637091517448,0.416244089603,0.0,0.399919450283,0.599159538746,0.0,0.200164943933,3.72611793864e-07,3.21377883665e-05,0.0,0.0,0.00224775937386,0.309240847826,0.0750053301454,0.0234171729535,0.000132133864099,0.0,0.000741820433177,0.0,0.0263638049364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.258882075548,0.461316138506,0.131259724498,0.26161596179,0.0,0.0106380116194,0.0,0.00534464465454,0.0634979233146,0.378464579582,0.0,0.0,0.0,0.0691794902086,0.0,0.0
True,1175341.4027398336,0.0,0.0,0.284557491541,0.115548305213,0.636180818081,0.637525379658,0.413189530373,0.0,0.416299372911,0.570024609566,0.0,0.196954533458,0.0,2.68020758085e-05,0.0,0.0,0.0051772845909,0.28987583518,0.0640079826117,0.0236835423857,0.0,0.0,0.000304885645164,0.0,0.0182102173567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.282316356897,0.481590330601,0.131811648607,0.271726876497,0.0,0.0164709948003,0.0,0.000268571107881,0.0571862123907,0.381416141987,0.0,0.0,0.0,0.0694083720446,0.0,0.0
