record_flag,timestamp,EyeBlink_L,EyeBlink_R,EyeSquint_L,EyeSquint_R,EyeDown_L,EyeDown_R,EyeIn_L,EyeIn_R,EyeOpen_L,EyeOpen_R,EyeOut_L,EyeOut_R,EyeUp_L,EyeUp_R,BrowsD_L,BrowsD_R,BrowsU_C,BrowsU_L,BrowsU_R,JawFwd,JawLeft,JawOpen,JawChew,JawRight,MouthLeft,MouthRight,MouthFrown_L,MouthFrown_R,MouthSmile_L,MouthSmile_R,MouthDimple_L,MouthDimple_R,LipsStretch_L,LipsStretch_R,LipsUpperClose,LipsLowerClose,LipsUpperUp,LipsLowerDown,LipsUpperOpen,LipsLowerOpen,LipsFunnel,LipsPucker,ChinLowerRaise,ChinUpperRaise,Sneer,Puff,CheekSquint_L,CheekSquint_R
False,1436906.18231987,0.0,0.0,0.172373726964,0.0996268317103,0.457249939442,0.458118855953,0.464524120092,0.0,0.308561682701,0.371948361397,0.0,0.250465720892,3.59838963959e-06,1.36917515192e-05,0.0,0.132479995489,0.0,0.296104133129,0.0,0.00452290847898,0.0,0.0,0.0356037393212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.412040472031,0.593455553055,0.101800151169,0.295823603868,0.0,0.0374269336462,0.0,0.00316171720624,0.0635170191526,0.442208111286,0.0,0.0,9.1294728918e-05,0.0995349809527,0.0,0.0
False,1436939.486269607,0.0,0.0,0.196499630809,0.0927187427878,0.469836056232,0.470833301544,0.471316665411,0.0,0.347484320402,0.396649509668,0.0,0.256809681654,3.27141278831e-05,2.52404170169e-05,0.0,0.161616578698,0.0,0.272466927767,0.0,0.00125589990057,0.0,0.00129933957942,0.0332949571311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.469419687986,0.650130927563,0.120134487748,0.331858813763,0.0,0.0581174828112,0.0,0.000165634177392,0.0603976473212,0.467625439167,0.0,0.0,0.0,0.0999697893858,0.0,0.0
False,1436972.950269607,0.0,0.0,0.254732251167,0.0934262648225,0.474014252424,0.475047320127,0.471623033285,0.0,0.376532644033,0.393311649561,0.0,0.257210731506,2.14253741433e-05,7.87662156654e-06,0.0,0.185094803572,0.0,0.266450256109,0.0,0.000328598049236,0.0,0.000486214237753,0.0295314826071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47313028574,0.672051787376,0.1319552809,0.357489585876,0.0,0.0690768286586,0.0,0.0,0.0610682405531,0.481528073549,0.0,0.0,0.0,0.0957588106394,0.0,0.0
False,1437006.415269607,0.0,0.0,0.361577898264,0.148829579353,0.472154855728,0.47316852212,0.472523897886,0.0,0.419854402542,0.447562724352,0.0,0.257919758558,5.28816963197e-05,5.96869831497e-05,0.0,0.172685071826,0.0,0.271453410387,0.0,0.00024706160184,0.0,2.54785354628e-05,0.0242517404258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.413736283779,0.637794315815,0.120514497161,0.342760175467,0.0,0.0831538811326,0.0,0.0145677793771,0.0479893907905,0.465615689754,0.0,0.0,0.00302828359418,0.0715260505676,0.0,0.0
False,1437039.911269607,0.0,0.0,0.403656721115,0.15487191081,0.46594697237,0.466923177242,0.469753533602,0.0,0.435497283936,0.42513448,0.0,0.255099684,2.57072338172e-06,7.7499780673e-06,0.0,0.14713524282,0.0,0.274575144053,0.0,0.00407993234694,0.0,0.0,0.0166528914124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.320595949888,0.568063735962,0.116589292884,0.310767591,0.0,0.0800173431635,0.0,0.0150612667203,0.0386193916202,0.443572968245,0.0,0.0,0.0011330533307,0.0822000652552,0.0,0.0
False,1437073.407269607,0.0,0.0,0.387574791908,0.101707413793,0.461937278509,0.462872296572,0.46940228343,0.0,0.421327203512,0.433362811804,0.0,0.25468558073,1.61024036061e-05,2.34444269154e-05,0.0,0.15021429956,0.0,0.260525643826,0.0,0.00428556231782,0.0,0.0,0.0104067251086,0.0,0.003812370589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.287272363901,0.522275686264,0.115050978959,0.278568655252,0.0,0.0722400918603,0.0,0.00387906073593,0.0397657454014,0.43740439415,0.0,0.0,0.00687021622434,0.0973645448685,0.0,0.0
False,1437106.967269607,0.0,0.0,0.383868396282,0.102268315852,0.459919005632,0.460794597864,0.464684486389,0.0,0.464496403933,0.46383357048,0.0,0.249378576875,1.96826222236e-05,2.02764731512e-05,0.0,0.18434676528,0.0,0.271465927362,0.0,0.00111849559471,0.0,0.0,0.00522602675483,0.0,0.00142630434129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.274236619473,0.494833499193,0.114491641521,0.252218484879,0.0,0.0598566643894,0.0,0.000188280930161,0.0431730002165,0.429698884487,0.0,0.0,0.0203681606799,0.0880137979984,0.0,0.0
False,1437140.527269607,0.0,0.0,0.378369510174,0.127171203494,0.45950204134,0.460345387459,0.455961197615,0.0,0.565999746323,0.53169053793,0.0,0.239913120866,7.08014049451e-05,3.60983322025e-05,0.0,0.219498053193,0.0,0.308452248573,0.0,5.44805116078e-05,0.0,0.006118635647,0.00577526167035,0.0,0.0360452234745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.316686481237,0.590898513794,0.113450564444,0.245723485947,0.0,0.0441774725914,0.0,0.0,0.0517126321793,0.468310505152,0.0,0.0,0.0203156527132,0.0778939649463,0.0,0.0
False,1437174.086269607,0.0,0.0,0.349898844957,0.0626091659069,0.455955445766,0.456735759974,0.451144754887,0.0,0.541740119457,0.505402803421,0.0,0.235917344689,1.89450438484e-05,1.48886165334e-05,0.0,0.251324653625,0.0,0.354465633631,0.0,0.0,0.0,0.00773749873042,0.0068586608395,0.0,0.0473443679512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.358327120543,0.664155125618,0.111781992018,0.252506911755,0.0,0.0380758754909,0.0,0.0,0.0663121640682,0.48847541213,0.0,0.0,0.00539575517178,0.0751036852598,0.0,0.0
True,1437207.646269607,0.0,0.0,0.364535093307,0.055182993412,0.453142642975,0.453872799873,0.444669276476,0.0,0.46623390913,0.42775836587,0.0,0.228866189718,1.18428488349e-05,7.80196558026e-07,0.0,0.243512585759,0.0,0.392856061459,0.0,0.0,0.0,0.0064289458096,0.00863816682249,0.0,0.0348617881536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.391859650612,0.69965916872,0.123037315905,0.28449884057,0.0,0.0191042348742,0.0,0.0,0.0749969929457,0.483075201511,0.0,0.0,0.000264310947387,0.0773903876543,0.0,0.0
