,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,method,param_C,param_alpha,param_bootstrap,param_criterion,param_kernel,param_learning_rate,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,param_n_iter,param_penalty,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
29,0.007635784149169922,0.0008190155029296875,0.49,0.7975,4v1_T,,,True,gini,,,10,1,8,9,,,,"{'max_features': 1, 'max_depth': 10, 'criterion': 'gini', 'bootstrap': True, 'min_samples_leaf': 8, 'min_samples_split': 9}",44,0.6,0.875,0.25,0.7125,0.5,0.825,0.45,0.7875,0.65,0.7875,0.0001404792859119234,1.825258897270306e-05,0.1392838827718412,0.053268189381656283
30,0.008241653442382812,0.0009072303771972656,0.59,0.9075000000000001,4v1_T,,,True,entropy,,,6,4,5,10,,,,"{'max_features': 4, 'max_depth': 6, 'criterion': 'entropy', 'bootstrap': True, 'min_samples_leaf': 5, 'min_samples_split': 10}",4,0.75,0.8625,0.65,0.9125,0.5,0.925,0.5,0.95,0.55,0.8875,9.133740773063652e-05,9.173786796553786e-05,0.09695359714832659,0.030207614933986417
31,0.00793304443359375,0.0008122920989990234,0.59,0.9199999999999999,4v1_T,,,False,gini,,,3,5,6,9,,,,"{'max_features': 5, 'max_depth': 3, 'criterion': 'gini', 'bootstrap': False, 'min_samples_leaf': 6, 'min_samples_split': 9}",4,0.65,0.925,0.6,0.875,0.55,0.975,0.55,0.9125,0.6,0.9125,5.8002609910082675e-05,3.794976759161289e-05,0.0374165738677394,0.03221024681681281
32,0.008265161514282226,0.0008617401123046875,0.58,0.9400000000000001,4v1_T,,,False,gini,,,9,8,10,10,,,,"{'max_features': 8, 'max_depth': 9, 'criterion': 'gini', 'bootstrap': False, 'min_samples_leaf': 10, 'min_samples_split': 10}",6,0.7,0.9375,0.55,0.925,0.6,0.9375,0.45,0.975,0.6,0.925,0.00013218770612565578,5.160792504153185e-05,0.08124038404635958,0.01837117307087381
33,0.007467460632324219,0.0008056640625,0.51,0.9049999999999999,4v1_T,,,False,gini,,,3,2,8,2,,,,"{'max_features': 2, 'max_depth': 3, 'criterion': 'gini', 'bootstrap': False, 'min_samples_leaf': 8, 'min_samples_split': 2}",37,0.7,0.8875,0.6,0.875,0.4,0.9625,0.35,0.95,0.5,0.85,0.00010315029313909197,1.5943341140583013e-05,0.12806248474865697,0.04373213921133976
34,0.007715749740600586,0.0008236408233642578,0.41,0.9025000000000001,4v1_T,,,True,gini,,,4,2,3,2,,,,"{'max_features': 2, 'max_depth': 4, 'criterion': 'gini', 'bootstrap': True, 'min_samples_leaf': 3, 'min_samples_split': 2}",50,0.5,0.9125,0.45,0.9125,0.25,0.875,0.35,0.925,0.5,0.8875,0.0001063322699918044,5.670044963651137e-05,0.09695359714832658,0.01837117307087385
35,0.009475517272949218,0.0008650779724121094,0.51,0.9125,4v1_T,,,True,entropy,,,4,10,4,5,,,,"{'max_features': 10, 'max_depth': 4, 'criterion': 'entropy', 'bootstrap': True, 'min_samples_leaf': 4, 'min_samples_split': 5}",37,0.65,0.9,0.45,0.9125,0.55,0.9125,0.45,0.95,0.45,0.8875,7.69199675155659e-05,9.97336121767899e-05,0.08,0.02091650066335188
36,0.0076372623443603516,0.000796365737915039,0.54,0.76,4v1_T,,,False,gini,,,1,8,9,8,,,,"{'max_features': 8, 'max_depth': 1, 'criterion': 'gini', 'bootstrap': False, 'min_samples_leaf': 9, 'min_samples_split': 8}",23,0.7,0.6875,0.4,0.7375,0.55,0.7875,0.45,0.8,0.6,0.7875,9.338755615589684e-05,6.011553208193977e-06,0.10677078252031309,0.04213074886588179
37,0.007934141159057616,0.0008477210998535156,0.43,0.74,4v1_T,,,True,entropy,,,1,6,5,4,,,,"{'max_features': 6, 'max_depth': 1, 'criterion': 'entropy', 'bootstrap': True, 'min_samples_leaf': 5, 'min_samples_split': 4}",49,0.55,0.6875,0.35,0.725,0.4,0.7625,0.4,0.825,0.45,0.7,0.00012587646614328592,4.765929550461045e-05,0.0678232998312527,0.049623583103198005
38,0.008359813690185547,0.0007911205291748046,0.58,0.8574999999999999,4v1_T,,,False,entropy,,,2,7,9,7,,,,"{'max_features': 7, 'max_depth': 2, 'criterion': 'entropy', 'bootstrap': False, 'min_samples_leaf': 9, 'min_samples_split': 7}",6,0.6,0.825,0.6,0.8875,0.55,0.875,0.55,0.875,0.6,0.825,7.90052549261949e-05,2.0301954497608465e-05,0.024494897427831747,0.026925824035672532
