,session,session_type,question,question_type,record_flag,answer_index,timestamp,00,10,20,30,40,50,01,11,21,31,41,51,02,12,22,32,42,52,blinks_right,EyeBlink_R_max,EyeIn_R_min,JawOpen_max,smiles,EyeBlink_L_max,smiles_left,LipsUpperClose_max,blinks_left,LipsStretch_R_max,LipsLowerDown_max,MouthDimple_L_max,blinks,EyeOpen_R_max,smiles_right
10,1.0,2.0,6.0,1.0,4.0,1.0,17175688.5824391,0.07687516059570025,-0.07759896048964654,-0.0064021084324613255,0.03421266609200763,0.002051593368866329,0.015133453033668899,-0.00962321425051064,0.02058345977985058,0.05893572282733812,0.09886919006643495,-0.12463431797696124,0.07385886510572093,0.007589053449410566,0.06873424773167583,-0.06818055670528413,0.03420852808869378,0.14320713160325813,-0.06601650891655997,0,0.0,0.732046186923981,0.443775355815887,0,0.086666382849217,0,0.135884761810303,0,0.403920918703079,0.9598330855369571,0.025002602487802998,0,0.317840307950973,0
11,1.0,2.0,6.0,1.0,4.0,3.0,17179675.1118944,0.05804604420430649,-0.08556980068987202,0.007764969605361965,-0.041791881863024745,-0.07362937874464257,0.013061231818242019,0.025009305295989392,-0.030880264911024205,0.042436406133294184,0.02888814250358405,0.05419588720562321,-0.013581616011381385,0.008756260098585272,0.05871526157102875,-0.012768366133485455,-0.068115529911974,-0.03443659419409502,-0.08068317801787646,1,0.455678820610046,0.7646886110305791,0.26652699708938604,0,1.0,1,0.12470243126153899,1,0.317262470722198,0.517613589763641,0.051745023578405,1,0.36791229248046897,0
12,1.0,2.0,7.0,2.0,4.0,1.0,17185943.176193397,0.06639150710990986,-0.10152444598828048,0.10721581453588201,0.10457628601774957,0.10227659791128835,0.03602363352067671,-0.007203887203448417,-0.0854850680228468,0.03538568741160308,0.031082291182468306,-0.061180997549091745,0.03069835566539338,0.012766513374322743,0.06520074757497285,-0.033416737743777035,-0.009667705231059153,0.1408869189316603,-0.08001878888793607,1,0.26332330703735396,0.7218686938285831,0.3946985900402071,0,0.49219399690628,1,0.127713277935982,1,0.392039865255356,0.9098000526428219,0.08877867460250902,1,0.31714358925819397,0
13,1.0,2.0,7.0,2.0,4.0,3.0,17190633.3849258,0.04635582258243163,-0.05252190761995498,-0.03171374593891773,-0.003973606491448825,-0.03997625401670611,-0.05649705335449172,-0.005238114493701028,-0.08799136527103057,-0.004532337398871335,0.02425839261892105,-0.031236441173922165,-0.008489450270404613,0.021038724167231324,0.14573833464716077,0.16818362814090582,-0.013217420165246936,-0.1191240438496281,0.061129385809035326,1,0.367249399423599,0.568341255187988,0.474734485149384,0,0.894026517868042,1,0.17162367701530498,1,0.439928740262985,0.576603770256043,0.376104593276978,1,0.416710495948792,0
14,1.0,2.0,8.0,3.0,3.0,1.0,17226292.3100685,0.05366758676800791,-0.1597207125864477,-0.05257988687069091,-0.07548790003474143,-0.018492690692340275,0.18294664084960033,0.016134711894790023,-0.08652319024244709,0.028229669710284937,-0.019875507764716763,-0.08149128156795397,0.0597427742067862,0.00864446206552807,0.022467071945820323,-0.02531370062456708,-0.010679964735445479,0.011254586224482018,-0.1477531198435587,0,0.0,0.706660389900208,0.4886622130870821,0,0.0,0,0.19623844325542497,0,0.352602005004883,1.0,0.07647129893302901,0,0.48841801285743697,0
15,1.0,2.0,8.0,3.0,3.0,3.0,17230749.3069801,0.05612091218610108,-0.03628051205200392,0.012833393087173439,-0.08116463143405643,-0.03266848743505615,-0.015944104534835964,0.05902830245744795,-0.04537480207381089,0.0563630900020383,-0.032369444364054784,-0.046054771506733275,0.06918371365338138,0.011462460735279774,0.03769842017177743,-0.011119015261187616,-0.00038404312498465466,0.017306124878110264,-0.06888857141928165,2,0.300036787986755,0.68550705909729,0.47229015827179,0,0.635630130767822,3,0.17335680127143901,3,0.343402743339539,1.0,0.06647472828626601,3,0.401582658290863,0
16,1.0,2.0,9.0,5.0,3.0,1.0,17236512.7452026,0.11910161693285716,-0.019295859831208937,-0.07613683685077996,0.10623401399820706,0.10740918166681832,-0.06032459721482442,0.04381965195505016,-0.11870158744718833,-0.007233855962574384,-0.00443139495957149,-0.06535334177899865,-0.009206689764587219,0.011880141339755802,0.15271261578353867,0.25732505472455025,0.04322814968719261,0.08119696273714148,0.08532674753373111,0,0.023549104109407002,0.537422597408295,0.430700689554215,0,0.15338286757469197,6,0.19488006830215499,6,0.329357355833054,0.8087705373764041,0.200192883610725,6,0.29493001103401195,0
17,1.0,2.0,9.0,5.0,3.0,3.0,17241339.6048121,0.06386902721625469,-0.10082723208675126,-0.05194470506862383,-0.05727934052610749,0.031031966022678516,-0.02385610532545192,-0.005945016121772,-0.033147451765349355,0.03066394841343602,0.05735244863107914,-0.056908460725715544,0.03429859990362857,0.009232896599534843,0.029712773030031666,-0.004697722337184755,-0.04697687834942892,-0.003473362297326661,-0.106995392126457,1,0.213205084204674,0.61031311750412,0.42882081866264293,0,0.750553727149963,1,0.103314146399498,1,0.28388911485671997,0.9808546304702759,0.050953429192305,1,0.405234545469284,0
18,1.0,2.0,10.0,3.0,4.0,1.0,17248779.2666016,0.09616849026221524,0.01600504635369156,-0.07020191294819317,0.07578278755802186,0.10207558322300925,-0.05613851370896552,0.04071187172399171,-0.13131791034125634,0.004554121156674188,-0.03582149426271306,-0.08621713244489353,0.06590925191759252,0.010648457410611411,0.05099509193376157,-0.024335096500642975,0.01486346361920625,0.03415738232009606,-0.03738283659139394,0,0.05013091489672701,0.6796227693557739,0.3742498159408571,0,0.142925933003426,3,0.148178964853287,3,0.370932817459106,1.0,0.151221767067909,3,0.22446498274803198,0
19,1.0,2.0,10.0,3.0,4.0,3.0,17253036.3218486,0.07030989319236675,-0.05709860457436621,0.06197900036532591,0.03228779677647707,-0.05636189773782778,-0.0008989083313258576,0.004164884310644741,-0.01786322879992195,0.038648169547930676,0.0498176573264304,0.02615243609264613,0.02008483504872096,0.01260009886617632,0.06929302505403026,-0.03998335636523653,0.027224204317262603,-0.02492020763793077,-0.03321286608133604,1,0.413828909397125,0.5812663435935971,0.301670402288437,0,0.9442391395568851,3,0.071412570774555,3,0.29701015353202803,0.678906440734863,0.01615621522069,3,0.23736184835434002,0
20,1.0,2.0,11.0,2.0,4.0,1.0,17262050.5108992,0.08210006869720501,-0.046105014317486266,-0.02439824669315039,0.01680679365680155,-0.04600666024888258,0.06355237416391478,0.030018357641461515,-0.04971999518105423,0.04924703682671656,-0.0009356075123537601,-0.07101575267680808,0.10854974380542942,0.010822001900721597,0.05261558664239703,-0.0033188330245813758,-0.058135690771249894,-0.02448637548231104,0.06460680606503282,1,0.226744800806046,0.715988397598267,0.469181507825851,0,0.47298872470855696,3,0.087468810379505,3,0.306071013212204,1.0,0.059783682227135,3,0.314225643873215,0
21,1.0,2.0,11.0,2.0,4.0,3.0,17266643.1591973,0.07031411889930465,-0.08190061337050583,0.009374610096958473,0.012640223000828147,-0.08178225633879398,-0.07977559680299191,-0.008808457445367828,-0.11561924869491137,-0.014629051131167012,0.04490953036406728,-0.024647296375659294,-0.08566590561753928,0.011545195849764585,0.14567018640199364,0.35038248231695635,0.05077008312594053,0.04436062878129889,0.020150871667240954,0,0.007889117114245999,0.65537691116333,0.268292009830475,0,0.16838388144969899,2,0.11706729233264901,2,0.38233590126037603,0.540117144584656,0.06578991562128099,2,0.39235442876815796,0
22,1.0,2.0,12.0,2.0,3.0,1.0,17286012.7474836,0.06426574099289656,0.013925946889957257,-0.10730766613419208,0.05469871447394132,-0.022428162960194273,0.11057510393292899,0.22763839337045444,0.014585359144715683,-0.07450963342087609,0.007575269851732035,-0.10662132573220943,0.0380109504760071,0.010878146903948728,0.022141965705641968,0.010959958104345644,-0.004699225323749517,0.024822771578695352,-0.06507281991558472,1,0.179173156619072,0.626006245613098,0.551990985870361,0,0.281336724758148,3,0.234335392713547,3,0.321959495544434,1.0,0.10243415832519502,3,0.24503439664840698,0
23,1.0,2.0,12.0,2.0,3.0,3.0,17290468.7734897,0.06246074746580361,-0.01560401056039414,-0.04169328503588259,-0.029714408322327798,-0.030777238524437124,0.10102240440980653,-0.002685371617317485,-0.12114286505139704,0.01160413761161262,0.023830158424477593,-0.015471111044252866,0.05658934835600868,0.016307612963327302,0.03134137244694316,0.002942975250553374,0.003440778552972194,0.02511173927403385,-0.010526599376961463,2,0.330769777297974,0.607562780380249,0.586311638355255,0,0.8424090743064879,3,0.118748091161251,3,0.391492515802383,0.937595367431641,0.33970487117767306,3,0.290960967540741,0
24,1.0,2.0,13.0,2.0,3.0,1.0,17295964.3978806,0.07927815980566356,0.022596952852305913,-0.11256073853632295,0.003749171626550421,0.12610275018631661,0.12336362209546868,0.023737039807808547,-0.059933231655189385,0.043355013401976256,0.005387128746110244,-0.07832115774833605,0.10643968042908121,0.012508595541818318,0.04834549001463187,0.02712484506712228,-0.017758158386681884,0.0735896494392336,0.06143862759697542,1,0.20360909402370497,0.664706587791443,0.467031270265579,0,0.30086201429367104,6,0.157295033335686,6,0.340406626462936,1.0,0.136301085352898,6,0.280737966299057,0
25,1.0,2.0,13.0,2.0,3.0,3.0,17300924.818232503,0.07126233943587221,-0.07667171701525301,0.02412043717768015,-0.015420064910220648,-0.10254877141419463,-0.049795880410088984,0.0027238311009593424,-0.05506729479571095,0.09701670687753958,-0.0003333349354466937,-0.0898409252208697,0.0928031908563354,0.008772756441135576,0.0728433729087225,-0.052508830371739486,0.08520476597497495,0.05371501746359014,-0.06445271334195544,0,0.234315812587738,0.651572525501251,0.5422622561454771,0,0.728893756866455,1,0.16753199696540802,1,0.384680449962616,0.9763721227645871,0.11772410571575201,1,0.42483243346214294,0
26,1.0,2.0,14.0,1.0,3.0,1.0,17309170.7869848,0.05143396242796347,-0.03655788645308043,0.0617733099207297,0.09027374915062107,0.0681344286104549,0.09587667006396433,0.08189282773604538,-0.015292693977721806,0.08453022846501371,-0.002557271948659619,0.003330703237603604,0.1482434579668052,0.0093644602516616,0.04398246320958096,0.0084183967952941,-0.030062856833885765,0.018181443244942964,-0.12604197949473653,1,0.541419982910156,0.568795084953308,0.45148411393165605,0,1.0,2,0.19569797813892398,2,0.393369227647781,0.9449266195297241,0.158304214477539,2,0.24367928504943803,0
27,1.0,2.0,14.0,1.0,3.0,3.0,17312989.4933987,0.07766962333958542,-0.09431412888900136,-0.06284135996386933,-0.09038194522873702,-0.17366561275045903,0.016471781240386004,0.01930803939775577,-0.08260342786601738,0.05138763501781051,-0.001582129117289619,-0.0715977135697001,0.028415892522150203,0.009132305830755381,0.12227424653368456,0.2740960811997413,0.013275946758411192,0.05538085288709941,-0.05016515827390038,0,0.019791726022959,0.5709168314933779,0.426132559776306,0,0.143135443329811,2,0.10563500225544,2,0.320068091154098,1.0,0.082481876015663,2,0.331337183713913,0
28,1.0,2.0,15.0,3.0,3.0,1.0,17319524.2734008,0.05788513936352785,0.02886370568602288,0.03930290579632339,-0.01973426727685315,-0.02074539225588399,0.04597443360811065,-0.0041486013960603425,0.04607000293683617,0.032268978345079635,0.12779701863481963,-0.16403046158452236,0.17587204982236077,0.009488108672415016,0.0317171823459588,-0.011807440541739002,0.03218620909514154,0.035191896179705834,0.06158576030619158,1,0.111535273492336,0.47554570436477706,0.44206002354621904,0,0.19818252325057997,2,0.169352382421494,2,0.34938263893127397,1.0,0.216748863458633,2,0.265352815389633,0
29,1.0,2.0,15.0,3.0,3.0,3.0,17323413.265212398,0.054600851239128015,-0.02148535863808492,-0.06745171515791341,-0.046810265475727024,0.038252840888413533,0.14746977808172845,0.0489619165378948,-0.060589052560937204,0.06093577575485074,-0.009527517410999707,0.030488644166991024,0.13124841974183774,0.010066815708556462,0.04146319843103322,0.009151229784325848,-0.037622054614938116,0.012807318384335596,-0.00391438821552012,2,0.513715326786041,0.588190734386444,0.431680053472519,0,0.9539456367492679,3,0.297725915908813,3,0.333915740251541,1.0,0.082862809300423,3,0.412972688674927,0
30,1.0,2.0,16.0,4.0,3.0,1.0,17340403.941461302,0.07325836389931457,0.01619033612105517,-0.049717392079212955,-0.036029235909222794,-0.023203323671583707,0.0624971778626864,0.03846325609863077,-0.07967272477557155,0.038803865211372586,-0.0053884303358768875,-0.06509225420173564,0.10435017727363943,0.009608283688607454,0.05249520868592777,-0.026708846150649126,9.599926465607498e-05,0.09760141085000737,0.13886227577539872,1,0.16412328183651,0.7545399665832521,0.499413132667542,0,0.23651440441608398,1,0.09256453812122399,1,0.368876963853836,1.0,0.085525125265122,1,0.13737981021404302,0
31,1.0,2.0,16.0,4.0,3.0,3.0,17344123.4408887,0.07970733887917954,-0.029655303508071443,-0.0418085972903725,0.0020350203019764935,-0.012239516636388472,-0.0199539770542692,0.07763804023799104,-0.1034988654379577,-0.002303976799881524,-0.013887359915394961,-0.08551385294882347,0.0029626536848213684,0.00953920524642384,0.042547237045637135,-0.037662820290635286,-0.05900517789144801,0.045381938892698655,-0.09720341259551102,0,0.021934283897281002,0.605761885643005,0.48265686631202703,0,0.16938322782516502,5,0.095648892223835,5,0.3534344732761379,1.0,0.09632559865713099,5,0.522471308708191,0
32,1.0,2.0,17.0,1.0,3.0,1.0,17348781.7253515,0.07743916637893493,-0.05763430732601221,-0.005656395621198802,-0.09188284532901912,-0.09398675101803748,0.14472695090125998,0.08527844805880067,-0.108229940769109,0.009389566392472796,-0.08298383906993655,-0.07046747322109419,0.0523610009025577,0.011951220353372854,0.02162861718157211,0.015473361324527845,-0.01148545046227729,0.008176591675540525,0.028545900210012413,0,0.028453545644878998,0.661106705665588,0.42074987292289706,0,0.150486916303635,3,0.12481813132762899,3,0.246036142110825,0.973580360412598,0.016888074576855,3,0.324081182479858,0
33,1.0,2.0,17.0,1.0,3.0,3.0,17353240.0259017,0.05936910030321162,-0.08108864423186361,-0.03217911458337131,-0.010701514359171563,-0.07639483577129824,0.0429685383230716,0.06504888023211015,-0.07118620810504932,0.05453809504717238,-0.019972444841604566,0.031154521367888224,0.046765333905244996,0.012417041217259011,0.03466803718391733,-0.003775957387827083,-0.024455798761156312,0.09427724254139808,0.013636439604194658,1,0.4099322259426121,0.6227819323539731,0.3831647336483,0,0.9585945010185241,1,0.333377778530121,1,0.360543310642242,0.9330551028251651,0.041977662593126,1,0.30016028881073,0
34,1.0,2.0,18.0,5.0,4.0,1.0,17368924.3112534,0.05195707753587257,-0.09496195564706517,-0.046296976035997174,0.006747892539427526,-0.04360772354552845,0.039945348633684354,0.21754152375981967,0.020993628241364835,-0.04227641836318324,0.027329291444540438,-0.12312177314370937,-0.024831564728046828,0.008439910507982387,0.19285893901444892,0.1444004455178111,0.3258335436891476,-0.09115824479427027,-0.023459201480440218,0,0.025805717334151,0.6206334829330439,0.53070867061615,0,0.06991021335125,0,0.19855865836143502,0,0.38583868741989097,1.0,0.15238325297832503,0,0.408949822187424,0
35,1.0,2.0,18.0,5.0,4.0,3.0,17372944.3560012,0.04821852284778694,-0.10021109303508827,-0.08190312295999146,-0.09645863043071011,0.014163027845297018,0.007307589018971948,0.11489061406223194,-0.23211735202869638,-0.19605765171495187,0.003607884518403815,0.08561136564998602,-0.08772427501896611,0.009507432854142387,0.03975662331895976,-0.014006316771954373,-0.06022065978341663,0.04105778383174839,-0.031708198905997395,1,0.6263129115104681,0.48157462477684004,0.37241762876510603,0,1.0,1,0.17747293412685397,1,0.432520419359207,0.460096061229706,0.014910024590790001,1,0.38064482808113104,0
36,1.0,2.0,19.0,5.0,3.0,1.0,17380586.3601434,0.09073471441159668,0.07158161322140126,-0.13177654603854216,0.07993165767494616,0.18738543034776217,0.08768370089244538,0.12133825956948519,0.002054862018689514,0.08028488793317153,-0.01924431873174395,-0.126596589477224,0.09097981956234782,0.00858407408695578,0.06297521546441137,-0.05649219819720188,0.049753624658124,0.02673434349188804,-0.08768302346369067,0,0.056267213076353,0.655843853950501,0.468277126550674,0,0.09644100815057802,0,0.13573968410491902,0,0.387972414493561,0.992583155632019,0.16436031460762,0,0.27803894877433805,0
37,1.0,2.0,19.0,5.0,3.0,3.0,17384205.0239832,0.07107366804554884,-0.1430809370206742,-0.04202269578356725,0.05241480937197239,0.057516288798649486,0.04583228915486782,0.033032340844661806,-0.08603563451990477,0.06408230802563866,-0.0174441584984212,-0.07023558520442019,0.05914188532551512,0.010661313933196422,0.022100671905900506,0.0019737687677520866,-0.014694364284013292,0.0025006986720856293,-0.10356524793312409,1,0.13796591758728,0.664911091327667,0.428218841552734,0,0.263921558856964,1,0.149691298604012,1,0.353307217359543,1.0,0.164809286594391,1,0.303095430135727,0
38,1.0,2.0,20.0,1.0,4.0,1.0,17396471.309918802,0.049764724668244935,0.10955911094865425,-0.15456352726496725,0.024206980278487757,-0.012006614495529084,-0.04010707882788222,0.012453011226206631,-0.05734880522056016,0.06244352406848964,0.02005008391613834,-0.08455996471647614,0.058865304647266525,0.012417415755894078,0.0630832049022478,0.014870480981041385,0.06288858623061168,0.060046116042979596,0.08635245216614779,0,0.05827822536230099,0.691569030284882,0.4741232991218571,0,0.13138774037361098,0,0.13719223439693498,0,0.350158423185348,1.0,0.156376451253891,0,0.28103527426719704,0
39,1.0,2.0,20.0,1.0,4.0,3.0,17400425.1368328,0.10061332198084154,-0.05289108363816874,-0.023192311834040455,0.10114840051102127,-0.03880685293144789,-0.009358514339165567,0.031645838060153864,0.01122291570271764,0.15235251884310763,0.007072006959675778,0.013880074991194024,-0.09742199036637327,0.007911352937582512,0.017556010563557246,-0.02301508501417216,-0.01664528281198861,0.03160979484674947,-0.18349585971601534,0,0.0,0.67742258310318,0.21591141819953896,0,0.116697318851948,1,0.029192477464676,1,0.318337351083755,0.470928609371185,0.025341803207994,1,0.311341762542725,0
40,1.0,2.0,21.0,4.0,4.0,1.0,17404949.7502886,0.07078241861875377,-0.1247559933289749,-0.019946119438138704,-0.059100142733466095,0.05474648532192913,0.09067749167243351,0.023247453824744878,-0.06651213269938737,0.07073058713997511,-0.0525155034593414,-0.0870422809473852,0.11398804165767705,0.011237785910573393,0.023000736486078446,-0.02403262527669402,-0.02767623477293255,0.04509594368864529,-0.07235832288037057,0,0.092395581305027,0.5935702323913571,0.444079995155335,0,0.281025916337967,2,0.100774466991425,2,0.305062621831894,0.9719169139862059,0.06268153339624401,2,0.29560044407844505,0
41,1.0,2.0,21.0,4.0,4.0,3.0,17409003.6279226,0.0762497579780869,-0.13456770633122808,-0.07500724940309234,-0.04538292997782261,-0.05492077868319633,-0.05188930142664847,0.0694379558445033,-0.08281599189899018,-0.008648640445441655,-0.005763234892298323,-0.015168008412557556,-0.106454266664828,0.008225907436777261,0.11395633781066794,-0.1371758712969489,0.20701923579292747,-0.08230835308235118,-0.09491947405531874,0,0.0,0.511073231697083,0.37326827645301797,0,0.10496183484792698,1,0.14107027649879503,1,0.288972556591034,0.52566397190094,0.012237837538123,1,0.303416401147842,0
42,1.0,2.0,22.0,4.0,3.0,1.0,17418789.791096803,0.05504507447525679,-0.0245680387130457,-0.05415145396885231,0.016036165039975694,0.07483166749315254,0.0468054373786192,0.18108821310819745,0.047517459939911105,0.029996070603496006,0.0534199168622567,-0.07899448682192435,0.03851579476270631,0.008697940125982288,0.04316222718283262,0.05583136929102183,0.004603329597057518,0.0037829631679275307,0.08331464938661974,1,0.212607905268669,0.6318647265434271,0.47442510724067705,0,0.25273451209068304,2,0.213564291596413,2,0.51128339767456,1.0,0.16318850219249698,2,0.150012284517288,0
43,1.0,2.0,22.0,4.0,3.0,3.0,17423080.0850886,0.07088119247649544,-0.1226424319696205,-0.04342575284263955,-0.022382166337231585,0.06831114372669936,0.05702047906428363,0.03604158652491333,-0.09822575070750528,0.05189777324948012,-0.00718147932652456,-0.03597854007751598,0.013049514874782642,0.010224333771261543,0.033379796005697376,-0.018870452027167767,-0.026356249559652052,-0.012595970002438828,-0.1211746608189986,0,0.278188169002533,0.613915503025055,0.373760253190994,0,0.995269119739532,1,0.12153222411871001,1,0.41123986244201705,0.935639798641205,0.055730551481247004,1,0.278548955917358,0
44,1.0,2.0,23.0,3.0,3.0,1.0,17428742.6638133,0.0631008098737722,-0.029790413565658765,0.01967240861009114,0.02295665870385203,-0.0090275900454737,-0.015132113692897966,0.01989842353757683,-0.07424402949780852,0.06511425048554392,0.020587217439980172,-0.104443438390999,0.08286511889441843,0.007852358133057187,0.04853489189011618,-0.02382636876769065,-0.01652231189476741,0.008195433442622193,0.0060158570514682675,0,0.08205761015415201,0.59106707572937,0.42045179009437605,0,0.220516964793205,2,0.267603993415833,2,0.395433634519577,0.9195739626884459,0.18379873037338298,2,0.303031474351883,0
45,1.0,2.0,23.0,3.0,3.0,3.0,17433570.7491346,0.060000200533279036,-0.07040241172940402,0.02831779398356151,-0.006395788361332557,0.05543236577284824,0.015269131429968084,0.054235924627052914,-0.058545476662619514,0.049994482772410524,0.0006836329398488189,0.04298544150856848,-0.0289685345511,0.009464581538018366,0.07669728557166687,-0.0437488955085192,-0.07808127587362787,0.01987184316837166,-0.07019834971378827,1,0.47816863656044,0.576025485992432,0.35519036650657704,0,1.0,2,0.14767368137836498,2,0.331537365913391,0.825412690639496,0.035632859915495,2,0.328730970621109,0
46,1.0,2.0,24.0,2.0,3.0,1.0,17444359.3746785,0.06462750129666839,0.023292933795537884,-0.010792110660589781,0.05150517436092189,0.04947962746242157,0.03775001295343304,0.1172624598666224,-0.05016676558397683,0.015116273544528583,-0.013919087431462663,0.01367435776295203,0.12847498092161821,0.009845679534969416,0.04636238214604887,-0.02018372578792474,0.023473308481878893,-0.008502494586787682,-0.030164259620447442,2,0.7209337949752809,0.613666355609894,0.300560832023621,0,1.0,5,0.05579067021608401,5,0.342574864625931,0.995572686195374,0.222472548484802,5,0.24456346035003698,0
