,session,session_type,question,question_type,record_flag,answer_index,timestamp,EyeBlink_L_max,EyeBlink_R_max,JawOpen_max,LipsLowerDown_var,EyeBlink_R_var,EyeBlink_L_var,LipsLowerDown_max,LipsUpperClose_max,LipsUpperClose_skew,EyeOpen_R_var,LipsUpperClose_kurt,EyeIn_R_skew,EyeBlink_R_mean,JawOpen_var,MouthDimple_L_max,EyeOpen_R_max,EyeIn_R_var,LipsStretch_R_max,EyeIn_R_min,LipsStretch_R_mean,EyeBlink_R_avg_level,EyeBlink_L_avg_level,EyeBlink_L_ratio,LipsFunnel_avg_length,LipsStretch_R_avg_level,EyeBlink_R_ratio,LipsStretch_L_avg_level,LipsPucker_avg_level,EyeBlink_R_avg_length,LipsStretch_R_ratio,avg_volume,LipsPucker_ratio,EyeOut_L_avg_level,MouthDimple_R_avg_level,EyeIn_R_avg_level,ChinUpperRaise_ratio,LipsStretch_L_avg_length,ChinUpperRaise_avg_length,EyeIn_R_ratio,LipsLowerClose_avg_level,EyeBlink_L_fast_change_ratio,ChinUpperRaise_slow_change_ratio,ChinUpperRaise_change_ratio,EyeBlink_L_change_ratio,LipsFunnel_change_ratio,EyeSquint_L_fast_change_ratio,LipsLowerDown_fast_change_ratio,EyeSquint_L_change_ratio,LipsFunnel_slow_change_ratio,JawOpen_fast_change_ratio,LipsUpperClose_change_ratio,audio_rms_change_ratio,LipsLowerClose_slow_change_ratio,MouthSmile_R_fast_change_ratio,MouthSmile_R_slow_change_ratio,LipsLowerDown_slow_change_ratio,EyeBlink_R_fast_change_ratio,EyeSquint_L_slow_change_ratio,EyeOpen_R_change_ratio,EyeOut_L_fast_change_ratio,smiles_left,blinks_left,blinks,blinks_right,smiles,smiles_right
10,1.0,2.0,6.0,1.0,4.0,1.0,17175688.5824391,0.086666382849217,0.0,0.443775355815887,0.0738255072271052,0.0,0.0005907737475144655,0.9598330855369571,0.135884761810303,0.15164726551697746,0.0037400506379433474,-0.5634958347699408,0.7151387247906227,0.0,0.011844070440374886,0.025002602487802998,0.317840307950973,0.0003622738453240501,0.403920918703079,0.732046186923981,0.23551329265923263,0.0,0.12087912087912088,0.13043478260869565,1.2,0.8351648351648351,0.0,0.7912087912087912,0.06593406593406592,0.0,0.891304347826087,21.75,0.06521739130434782,0.45054945054945056,0.7142857142857143,0.5934065934065934,0.5652173913043479,10.5,7.5,0.6304347826086957,0.0,0.13043478260869565,0.10869565217391304,0.1956521739130435,0.15217391304347827,0.1956521739130435,0.0,0.021739130434782608,0.0,0.043478260869565216,0.021739130434782608,0.2826086956521739,0.15217391304347827,0.0,0.13043478260869565,0.10869565217391304,0.08695652173913043,0.0,0.0,0.5,0.15217391304347827,0,0,0,0,0,0
11,1.0,2.0,6.0,1.0,4.0,3.0,17179675.1118944,1.0,0.455678820610046,0.26652699708938604,0.02109607727043986,0.01013285346436966,0.04615878681350134,0.517613589763641,0.12470243126153899,1.0833903315516649,0.011450636242079437,1.6171134349163183,0.11225961417298258,0.03492581194161247,0.0066784747303079445,0.051745023578405,0.36791229248046897,0.0004266285567212856,0.317262470722198,0.7646886110305791,0.20375099554570075,0.08333333333333334,0.21794871794871795,0.2641509433962264,8.0,0.576923076923077,0.1320754716981132,0.6346153846153847,0.38461538461538464,2.5,0.8490566037735849,24.791666666666668,0.7547169811320755,0.5384615384615385,0.3012820512820513,0.5384615384615385,0.07547169811320754,4.571428571428571,1.0,0.6981132075471698,0.0,0.0,0.038461538461538464,0.11538461538461539,0.11538461538461539,0.19230769230769232,0.0,0.07692307692307693,0.0,0.038461538461538464,0.17307692307692307,0.28846153846153844,0.19230769230769232,0.0,0.15384615384615385,0.1346153846153846,0.038461538461538464,0.057692307692307696,0.0,0.40384615384615385,0.07692307692307693,1,1,1,1,0,0
12,1.0,2.0,7.0,2.0,4.0,1.0,17185943.176193397,0.49219399690628,0.26332330703735396,0.3946985900402071,0.060982217347977874,0.001296367379328256,0.007030948594971158,0.9098000526428219,0.127713277935982,0.8303932995828457,0.00606703273923691,-0.6792309579208919,-0.367220235096776,0.007691207995165657,0.00868029889475548,0.08877867460250902,0.31714358925819397,0.00022411622589203436,0.392039865255356,0.7218686938285831,0.24512526003727272,0.07971014492753623,0.12318840579710144,0.11940298507462686,2.2,0.608695652173913,0.07462686567164178,0.9202898550724636,0.6739130434782609,2.0,0.5522388059701493,35.916666666666664,0.9253731343283582,0.3913043478260869,0.681159420289855,0.7681159420289854,0.8208955223880597,10.75,4.2727272727272725,0.6716417910447762,0.9637681159420289,0.030303030303030304,0.30303030303030304,0.3787878787878788,0.07575757575757576,0.15151515151515152,0.0,0.0,0.0,0.06060606060606061,0.09090909090909091,0.19696969696969696,0.30303030303030304,0.030303030303030304,0.06060606060606061,0.07575757575757576,0.09090909090909091,0.015151515151515152,0.0,0.45454545454545453,0.22727272727272727,1,1,1,1,0,0
13,1.0,2.0,7.0,2.0,4.0,3.0,17190633.3849258,0.894026517868042,0.367249399423599,0.474734485149384,0.03939441570536099,0.0036931568063937963,0.017546059112779275,0.576603770256043,0.17162367701530498,0.5594691627811358,0.01197919591599596,-0.5452779311705114,-0.7259307893714226,0.014743872596188758,0.023752751352378,0.376104593276978,0.416710495948792,0.0020127506372756023,0.439928740262985,0.568341255187988,0.1953405275584218,0.9872611464968153,0.6815286624203821,1.0,11.6,1.0,0.9397590361445783,0.694267515923567,0.1528662420382166,21.0,0.7228915662650602,59.458333333333336,0.13253012048192772,0.821656050955414,0.5477707006369428,0.9363057324840766,0.34939759036144574,3.9,4.5,0.8072289156626505,0.0,0.07526881720430108,0.03225806451612903,0.08602150537634409,0.0967741935483871,0.08602150537634409,0.06451612903225806,0.043010752688172046,0.0967741935483871,0.03225806451612903,0.021505376344086023,0.22580645161290322,0.11827956989247312,0.021505376344086023,0.043010752688172046,0.010752688172043012,0.03225806451612903,0.053763440860215055,0.03225806451612903,0.3548387096774194,0.08602150537634409,1,1,1,1,0,0
14,1.0,2.0,8.0,3.0,3.0,1.0,17226292.3100685,0.0,0.0,0.4886622130870821,0.07131503206773575,0.0,0.0,1.0,0.19623844325542497,1.2251832480172125,0.005635576220292569,0.8682820697529432,-0.4715442907406138,0.0,0.014374993100694643,0.07647129893302901,0.48841801285743697,0.0002464170257818919,0.352602005004883,0.706660389900208,0.1638653361045852,0.0,0.0,0.0,2.5454545454545454,0.6799999999999999,0.0,0.64,0.41000000000000003,0.0,0.5925925925925926,24.083333333333332,0.42592592592592593,0.9400000000000001,0.67,0.79,0.05555555555555556,3.0,2.0,0.7407407407407408,0.0,0.0,0.05263157894736842,0.07017543859649122,0.0,0.43859649122807015,0.0,0.05263157894736842,0.0,0.3684210526315789,0.07017543859649122,0.21052631578947367,0.12280701754385964,0.0,0.017543859649122806,0.07017543859649122,0.03508771929824561,0.0,0.0,0.49122807017543857,0.14035087719298245,0,0,0,0,0,0
15,1.0,2.0,8.0,3.0,3.0,3.0,17230749.3069801,0.635630130767822,0.300036787986755,0.47229015827179,0.07406150262753144,0.0026582738865773654,0.01499839038631985,1.0,0.17335680127143901,1.9618730514875988,0.01705678851167958,3.8415806490176436,0.06608690708850244,0.019306061603128918,0.013929803151095143,0.06647472828626601,0.401582658290863,0.0003953745019664575,0.343402743339539,0.68550705909729,0.16242918068809176,0.08212560386473429,0.20772946859903382,0.3,2.857142857142857,0.5265700483091788,0.14285714285714285,0.41545893719806765,0.38164251207729466,2.0,0.6428571428571429,31.916666666666668,0.5857142857142857,0.391304347826087,0.14009661835748793,0.49275362318840576,0.9571428571428572,3.875,3.0,0.6857142857142857,0.04347826086956521,0.10144927536231885,0.028985507246376812,0.13043478260869565,0.14492753623188406,0.21739130434782608,0.0,0.0,0.0,0.057971014492753624,0.028985507246376812,0.30434782608695654,0.13043478260869565,0.043478260869565216,0.0,0.21739130434782608,0.08695652173913043,0.08695652173913043,0.0,0.30434782608695654,0.13043478260869565,3,3,3,2,0,0
16,1.0,2.0,9.0,5.0,3.0,1.0,17236512.7452026,0.15338286757469197,0.023549104109407002,0.430700689554215,0.057839708865279935,1.4937366335862911e-05,0.0035536425756859057,0.8087705373764041,0.19488006830215499,1.7030548772697565,0.0051301807294016205,2.6520420299448597,-1.0552140226252829,0.0007280993741005713,0.011724100769666483,0.200192883610725,0.29493001103401195,0.0007189695760818471,0.329357355833054,0.537422597408295,0.23921939911919515,1.0,0.33939393939393936,0.7321428571428571,2.75,0.39999999999999997,1.0,0.6,0.09696969696969696,27.5,0.5178571428571429,34.666666666666664,0.125,0.3818181818181818,0.47272727272727266,0.5333333333333333,0.7678571428571429,8.75,3.7777777777777777,0.8035714285714286,0.6727272727272727,0.3090909090909091,0.10909090909090909,0.34545454545454546,0.41818181818181815,0.12727272727272726,0.0,0.05454545454545454,0.0,0.03636363636363636,0.0,0.2727272727272727,0.18181818181818182,0.03636363636363636,0.05454545454545454,0.18181818181818182,0.03636363636363636,0.03636363636363636,0.0,0.7090909090909091,0.3090909090909091,6,6,6,0,0,0
17,1.0,2.0,9.0,5.0,3.0,3.0,17241339.6048121,0.750553727149963,0.213205084204674,0.42882081866264293,0.05267110532538843,0.0016305918558047186,0.018537945620333302,0.9808546304702759,0.103314146399498,0.4086898453716897,0.011213835632325144,-0.45534046497160663,0.025946254460983788,0.01004848261954079,0.007896241246394913,0.050953429192305,0.405234545469284,0.00026643762232453827,0.28388911485671997,0.61031311750412,0.21130067752805395,0.06474820143884892,0.1079136690647482,0.1044776119402985,4.333333333333333,1.0,0.0746268656716418,0.5899280575539568,0.1079136690647482,1.5,0.8059701492537313,25.75,0.11940298507462688,0.6690647482014388,0.7338129496402878,0.7050359712230215,0.0,3.2857142857142856,0.0,0.8059701492537313,0.0,0.02857142857142857,0.0,0.0,0.08571428571428572,0.08571428571428572,0.0,0.0,0.0,0.02857142857142857,0.0,0.2714285714285714,0.15714285714285714,0.0,0.2571428571428571,0.02857142857142857,0.08571428571428572,0.02857142857142857,0.0,0.4714285714285714,0.2,1,1,1,1,0,0
18,1.0,2.0,10.0,3.0,4.0,1.0,17248779.2666016,0.142925933003426,0.05013091489672701,0.3742498159408571,0.08408834217004425,5.167308015903153e-05,0.0027336853648154804,1.0,0.148178964853287,1.8449508280544082,0.005057604358889235,2.404773815749848,-1.0608755393733464,0.0017078869552774913,0.00961272881465333,0.151221767067909,0.22446498274803198,0.00014921890361958796,0.370932817459106,0.6796227693557739,0.20767428920688957,0.06832298136645963,0.3602484472049689,0.5185185185185185,3.0,0.38509316770186336,0.0925925925925926,0.44099378881987583,0.25465838509316774,2.0,0.7407407407407408,29.875,0.3703703703703704,0.39751552795031053,0.5093167701863355,0.422360248447205,0.8888888888888888,5.25,4.857142857142857,0.7037037037037037,0.0,0.18518518518518517,0.037037037037037035,0.2962962962962963,0.46296296296296297,0.09259259259259259,0.0,0.037037037037037035,0.0,0.037037037037037035,0.09259259259259259,0.2037037037037037,0.12962962962962962,0.0,0.05555555555555555,0.16666666666666666,0.07407407407407407,0.05555555555555555,0.0,0.5370370370370371,0.25925925925925924,3,3,3,0,0,0
19,1.0,2.0,10.0,3.0,4.0,3.0,17253036.3218486,0.9442391395568851,0.413828909397125,0.301670402288437,0.02745846926662451,0.007499813978123312,0.035158980793693645,0.678906440734863,0.071412570774555,0.5515033307506383,0.004800812068397942,0.25780043069435843,0.20843513229234306,0.03201126317408951,0.00801560245814579,0.01615621522069,0.23736184835434002,0.00130230627502276,0.29701015353202803,0.5812663435935971,0.19309391189705238,0.11711711711711711,1.0,0.7272727272727273,6.0,0.5855855855855856,0.12727272727272726,0.4864864864864865,0.918918918918919,2.5,0.7272727272727273,35.625,0.8545454545454545,0.7297297297297297,0.14414414414414414,0.6756756756756757,0.8909090909090909,4.666666666666667,7.666666666666667,0.7818181818181819,0.981981981981982,0.037037037037037035,0.09259259259259259,0.2777777777777778,0.16666666666666666,0.1111111111111111,0.0,0.07407407407407407,0.0,0.1111111111111111,0.1111111111111111,0.37037037037037035,0.1111111111111111,0.037037037037037035,0.1111111111111111,0.018518518518518517,0.018518518518518517,0.05555555555555555,0.0,0.4074074074074074,0.05555555555555555,3,3,3,1,0,0
20,1.0,2.0,11.0,2.0,4.0,1.0,17262050.5108992,0.47298872470855696,0.226744800806046,0.469181507825851,0.08419944970261725,0.0026381444803159717,0.01004057868941897,1.0,0.087468810379505,1.382482017156504,0.006920462385246413,1.8970135934779329,0.004421387980631255,0.018348248855194545,0.013895287219867436,0.059783682227135,0.314225643873215,0.00015795704878818464,0.306071013212204,0.715988397598267,0.1880531176075078,0.5765765765765766,0.5045045045045045,0.5185185185185185,7.0,0.7837837837837838,1.0,0.6216216216216216,0.25225225225225223,3.0,0.6851851851851852,30.458333333333332,0.2222222222222222,0.6486486486486486,0.6936936936936937,0.5675675675675677,0.12962962962962962,4.4,1.0,0.7037037037037037,0.009009009009009009,0.19642857142857142,0.07142857142857142,0.21428571428571427,0.21428571428571427,0.25,0.0,0.03571428571428571,0.0,0.10714285714285714,0.03571428571428571,0.2857142857142857,0.17857142857142858,0.0,0.05357142857142857,0.08928571428571429,0.07142857142857142,0.05357142857142857,0.0,0.5,0.08928571428571429,3,3,3,1,0,0
21,1.0,2.0,11.0,2.0,4.0,3.0,17266643.1591973,0.16838388144969899,0.007889117114245999,0.268292009830475,0.017295721916707914,9.152671888571905e-07,0.0021092881748640594,0.540117144584656,0.11706729233264901,0.6093801141105633,0.007497848221932845,-0.856778021910491,-1.0384252746265277,0.00011601642815067646,0.003363072780887042,0.06578991562128099,0.39235442876815796,0.00041852545096701834,0.38233590126037603,0.65537691116333,0.25601045853074855,1.0,0.23703703703703702,0.22058823529411764,1.3333333333333333,0.548148148148148,1.0,0.5777777777777777,0.2074074074074074,33.5,0.5882352941176471,33.666666666666664,0.17647058823529413,0.43703703703703706,0.6592592592592592,0.43703703703703706,0.14705882352941177,5.333333333333333,1.1666666666666667,0.4264705882352941,1.0,0.08955223880597014,0.04477611940298507,0.19402985074626866,0.1044776119402985,0.08955223880597014,0.0,0.04477611940298507,0.0,0.029850746268656716,0.029850746268656716,0.31343283582089554,0.16417910447761194,0.029850746268656716,0.014925373134328358,0.26865671641791045,0.029850746268656716,0.0,0.0,0.4626865671641791,0.05970149253731343,2,2,2,0,0,0
22,1.0,2.0,12.0,2.0,3.0,1.0,17286012.7474836,0.281336724758148,0.179173156619072,0.551990985870361,0.07777663903968525,0.0017432669855063367,0.004322108291861207,1.0,0.234335392713547,3.6027518080190464,0.00591931947566508,15.316314576615113,-0.6966324373243895,0.017451049512601517,0.01590213464922138,0.10243415832519502,0.24503439664840698,0.0007254875863447537,0.321959495544434,0.626006245613098,0.19918734174189012,0.2047244094488189,0.4251968503937008,0.53125,1.5,0.7165354330708661,0.203125,0.4645669291338583,0.8503937007874016,2.6666666666666665,0.875,30.291666666666668,0.890625,0.3858267716535433,0.5275590551181102,0.3543307086614173,0.109375,3.0,1.3333333333333333,0.390625,1.0,0.2857142857142857,0.015873015873015872,0.14285714285714285,0.30158730158730157,0.19047619047619047,0.0,0.0,0.0,0.1111111111111111,0.07936507936507936,0.09523809523809523,0.15873015873015872,0.031746031746031744,0.047619047619047616,0.07936507936507936,0.1111111111111111,0.031746031746031744,0.0,0.4126984126984127,0.047619047619047616,3,3,3,1,0,0
