session,session_type,question,question_type,record_flag,answer_index,timestamp,EyeBlink_L,EyeBlink_R,EyeSquint_L,EyeSquint_R,EyeDown_L,EyeDown_R,EyeIn_L,EyeIn_R,EyeOpen_L,EyeOpen_R,EyeOut_L,EyeOut_R,EyeUp_L,EyeUp_R,BrowsD_L,BrowsD_R,BrowsU_C,BrowsU_L,BrowsU_R,JawOpen,LipsTogether,JawLeft,JawRight,JawFwd,LipsUpperUp_L,LipsUpperUp_R,LipsLowerDown_L,LipsLowerDown_R,LipsUpperClose,LipsLowerClose,MouthSmile_L,MouthSmile_R,MouthDimple_L,MouthDimple_R,LipsStretch_L,LipsStretch_R,MouthFrown_L,MouthFrown_R,MouthPress_L,MouthPress_R,LipsPucker,LipsFunnel,MouthLeft,MouthRight,ChinLowerRaise,ChinUpperRaise,Sneer_L,Sneer_R,Puff,CheekSquint_L,CheekSquint_R,audio_rms
0,0,0,0,0,0,435306.89142082783,0.3200520873069763,0.41760310530662537,1.000022292137146,0.984595775604248,0.0,0.0,0.33984583616256714,0.0,0.0,0.0,0.0,0.2562139630317688,1.0,1.0,0.0,0.0,1.0,0.994503378868103,0.24602758884429932,0.0,0.0,0.0015645265812054276,0.009337564930319786,0.49103161692619324,0.0,0.0076187364757061005,0.01428485568612814,0.0,0.0,0.0,0.16044482588768005,0.0061391741037368774,0.0,0.0,0.06182048097252846,0.0,0.07038064301013947,0.0,0.0,0.018473723903298378,0.0,1.1677210522975656e-06,0.18498383462429047,0.0,0.030659984797239304,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0,0,0,0,0,435340.16891721304,0.38469764590263367,0.5144111514091492,1.0003777742385864,0.9811871647834778,0.0,0.0,0.3405640125274658,0.0,0.0,0.0,0.0,0.257122278213501,1.0,1.0,0.0,0.0,1.0,0.9846776127815247,0.24581904709339142,0.0,0.0,6.913006654940546e-05,0.018871568143367767,0.5040580034255981,0.0,0.009726506657898426,0.00997880008071661,0.0,0.0,0.0,0.16736377775669098,0.010321608744561672,0.0,0.0,0.04261414334177971,0.0,0.06572286784648895,0.0,0.0,0.029289955273270607,0.0,0.0,0.16954797506332397,0.0,0.018959078937768936,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0,0,0,0,0,435373.53791721305,0.42062458395957947,0.4563293755054474,1.0002275705337524,0.9808119535446167,0.0,0.0,0.34297510981559753,0.0,0.0,0.0,0.0,0.2595427334308624,1.0,1.0,0.0,0.0,1.0,0.9669955968856812,0.23721076548099518,0.0007663436117582023,0.0007663436117582023,0.0,0.01593509316444397,0.5159317255020142,0.0,0.002744825789704919,0.008566887117922306,0.0,0.0,0.0,0.17413577437400818,0.0031515934970229864,0.0,0.0,0.0319802425801754,0.0,0.0706297904253006,0.0,0.0,0.028416479006409645,0.0,0.0,0.15508170425891876,0.0,0.0075838747434318066,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0,0,0,0,0,435406.89094952354,0.4443071484565735,0.4583168625831604,0.990506112575531,0.9839592576026917,0.0,0.0,0.3543667495250702,0.0,0.0,0.0,0.0,0.27083107829093933,1.0,1.0,0.0,0.0,1.0,0.946739673614502,0.22802475094795227,0.0007244627340696752,0.0007244627340696752,0.0,0.029668033123016357,0.5278775691986084,0.0,0.00013622050755657256,0.019092954695224762,0.0,0.0,0.0,0.1839829534292221,0.000614331744145602,0.0,0.0,0.022837433964014053,0.0,0.07975532859563828,0.0,0.0,0.031615376472473145,0.0,0.0,0.13764581084251404,0.0,0.0013346546329557896,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0,0,0,0,0,435440.25994952355,0.44551536440849304,0.45617350935935974,0.9915887117385864,0.9873761534690857,0.0,0.0,0.3694608509540558,0.0,0.0,0.0,0.0,0.2857939898967743,1.0,1.0,0.0,0.0,1.0,0.9484260678291321,0.21548227965831757,0.000590193027164787,0.000590193027164787,0.0,0.03657222166657448,0.5389392375946045,0.0,0.0,0.028160348534584045,0.0,0.0,0.0009344478603452444,0.20825262367725372,0.00017033517360687256,0.0,0.0,0.028332190588116646,0.001671910984441638,0.09454192221164703,0.0,0.0,0.034358203411102295,0.0,0.0,0.1261255443096161,0.0,5.831312228110619e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0,0,0,0,0,435473.62894952355,0.42475372552871704,0.6633735299110413,0.9984750747680664,0.9727022051811218,0.0,0.0,0.3845362663269043,0.0,0.0,0.0,0.0,0.3007505536079407,1.0,1.0,0.0,0.0,1.0,0.9631001949310303,0.19880224764347076,0.0014683010522276163,0.0014683010522276163,0.0,0.029091887176036835,0.5466836094856262,0.004299521446228027,0.0,0.010465660132467747,0.0,0.0,0.000583081622608006,0.2282673716545105,8.925927431846503e-06,0.0,0.0,0.020739907398819923,0.0006255924236029387,0.10714521259069443,0.0,0.0,0.016584983095526695,0.0,0.0,0.12701307237148285,0.0,0.011481881141662598,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0,0,0,0,0,435506.99794952356,0.43715572357177734,0.4732361137866974,0.9984545111656189,0.9822983145713806,0.0,0.0,0.3927326202392578,0.0,0.0,0.0,0.0,0.30896201729774475,1.0,1.0,0.0,0.0,1.0,0.9819555282592773,0.18409594893455505,0.0004966816050000489,0.0004966816050000489,0.0,0.022904695942997932,0.5555520057678223,0.017178740352392197,0.0,0.0011879412923008204,0.0,0.0,0.00010566665878286585,0.24870999157428741,0.0,0.0,0.0,0.004924403503537178,3.27817106153816e-05,0.10876592248678207,0.0,0.0,0.006155600771307945,0.0,0.0,0.12422817945480347,0.0,0.023806488141417503,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0,0,0,0,0,435540.36794952356,0.5185085535049438,0.5373632311820984,1.000126600265503,0.9780771136283875,0.0,0.0,0.39461851119995117,0.0,0.0,0.0,0.0,0.3108026683330536,1.0,1.0,0.0,0.0,1.0,0.9962679743766785,0.17458106577396393,0.0015427264152094722,0.0015427264152094722,0.0,0.015364627353847027,0.5593212842941284,0.02439611218869686,0.0008861368405632675,4.016975071863271e-05,0.0,0.0,4.576976152748102e-06,0.27383482456207275,0.0,0.0,0.0,0.0014007859863340855,0.007933542132377625,0.10790028423070908,0.0,0.0,0.0013026916421949863,0.0,0.0,0.11510112136602402,0.0,0.02522761933505535,0.005321959964931011,0.0,0.0,0.0,0.0,0.0,0
0,0,0,0,0,0,435573.76894952357,0.5088735818862915,0.5237704515457153,1.0002162456512451,0.9768316745758057,0.0,0.0,0.39325106143951416,0.0,0.0,0.0,0.0,0.30942779779434204,1.0,1.0,0.0,0.0,1.0,0.9998278021812439,0.1762661337852478,0.0036875277291983366,0.0036875277291983366,0.0,0.005515958182513714,0.5569161772727966,0.027715936303138733,0.00033159396843984723,0.0,0.0,0.0,0.0034360596910119057,0.30484968423843384,0.0,0.0,0.0,0.0009346047881990671,0.020410822704434395,0.10356063395738602,0.0,0.0,6.127807864686474e-05,0.0,0.0,0.10257582366466522,0.0,0.022845575585961342,0.010496922768652439,0.0,0.0,0.0,0.0,0.0,0
0,0,0,0,0,0,435607.1699495236,0.5737656950950623,0.5856505036354065,0.991188108921051,0.9833164215087891,0.0,0.0,0.3901051878929138,0.0,0.0,0.0,0.0,0.30635514855384827,1.0,1.0,0.0,0.0,1.0,1.0,0.1729860156774521,0.006907561328262091,0.006907561328262091,0.0,0.0008408872527070343,0.5509461164474487,0.02879752591252327,1.7376154573867097e-05,0.0,0.0,0.0,0.003708727192133665,0.33407828211784363,0.0,0.0,0.0,0.005412984639406204,0.027927355840802193,0.10007445514202118,0.0,0.0,0.0,0.0,0.0,0.09325497597455978,0.0,0.01568896695971489,0.011831454001367092,0.0,0.0,0.0,0.0,0.0,0
0,1,0,2,1,-1,435640.60194952355,0.00010237014066660777,0.8466870784759521,1.0011903047561646,0.9739707708358765,0.0,0.0,0.3838766813278198,0.0,0.8926737308502197,0.0,0.0,0.30008018016815186,1.0,1.0,0.0,0.0,1.0,1.0,0.16442905366420746,0.011526558548212051,0.011526558548212051,0.0,3.460416701273061e-05,0.5474201440811157,0.028191128745675087,0.0,0.004682200029492378,0.0,0.0,0.0009739665547385812,0.3486875593662262,0.0,0.0,0.0,0.013646157458424568,0.03528020158410072,0.10062789171934128,0.0,0.0,0.0,0.0,0.0,0.07926015555858612,0.0,0.003825794206932187,0.009115584194660187,0.0,0.0,0.0,0.0,0.0,0
0,1,0,2,1,-1,435674.0221073948,0.0,0.7502816915512085,1.0004346370697021,0.9743119478225708,0.0,0.0,0.3773108124732971,0.0,0.8702096343040466,0.0,0.0,0.2933759391307831,1.0,1.0,0.0,0.0,1.0,1.0,0.15733420848846436,0.011426514014601707,0.011426514014601707,0.0,0.0,0.5522050261497498,0.017022831365466118,0.0,0.011375714093446732,0.0,0.0,4.750620428239927e-05,0.35172411799430847,0.0,0.0,0.0,0.01167396828532219,0.03743579611182213,0.10157331824302673,0.0,0.0,0.0,0.0,0.0,0.05940432846546173,0.0,0.000184168282430619,0.002317987149581313,0.0,0.0,0.0,0.0,0.0,0
0,1,0,2,1,-1,435707.5181073948,0.0,0.8870489001274109,0.9938189387321472,0.9800268411636353,0.0,0.0,0.3706541955471039,0.0,0.8717549443244934,0.0,0.0,0.2866117060184479,1.0,1.0,0.0,0.0,1.0,1.0,0.1501140594482422,0.008504971861839294,0.008504971861839294,0.0,0.0,0.5615682005882263,0.0038009313866496086,0.0,0.012914817780256271,0.0,0.0,0.0,0.3542020320892334,0.0,0.0,0.0,0.0029194222297519445,0.033385585993528366,0.09772896021604538,0.0,0.003119866596534848,0.0,0.0,0.0,0.03731666877865791,0.0,0.002191124716773629,0.00011267184163443744,0.0,0.0,0.0,0.0,0.0,0
0,1,0,2,1,-1,435741.01510739484,0.0,0.9946682453155518,0.9912614822387695,0.9544763565063477,0.0,0.0,0.36448776721954346,0.0,0.867286205291748,0.0,0.0,0.2804390788078308,1.0,1.0,0.0,0.0,1.0,1.0,0.1411008983850479,0.002170539228245616,0.002170539228245616,0.0,0.0,0.5741222500801086,0.00017869485600385815,0.0,0.008170146495103836,0.0,0.0,0.0,0.354674756526947,0.0,0.0,0.0,0.0001409542019246146,0.01021677814424038,0.08906233310699463,0.0,0.012837774120271206,0.0,0.0,0.0023684927728027105,0.01764587312936783,0.0,0.011052903719246387,0.0,0.0,0.0,0.008081224747002125,0.0,0.0,0
0,1,0,2,1,-1,435774.45533055795,0.0,1.0000982284545898,0.980553150177002,0.9754136204719543,0.0,0.0,0.35816851258277893,0.0,0.8649144172668457,0.0,0.0,0.27411097288131714,1.0,1.0,0.0,0.0,1.0,0.9952069520950317,0.12335863709449768,0.00010568737343419343,0.00010568737343419343,0.0011088598985224962,0.0,0.5865476727485657,0.0,0.0,0.0018753546755760908,0.0,0.0,0.0,0.35361260175704956,0.0,0.0,0.0,0.0,0.0009089645463973284,0.08376999199390411,0.0,0.02141737937927246,0.0,0.0003648914280347526,0.012192117050290108,0.0046348548494279385,0.0,0.01862029731273651,0.0,0.0,0.0,0.020488720387220383,0.0,0.0,0
0,1,0,2,1,-1,435807.95133055793,0.0,1.0001475811004639,0.9774137735366821,0.9748433232307434,0.0,0.0,0.35174626111984253,0.0,0.8593516945838928,0.0,0.0,0.2675836384296417,1.0,1.0,0.0,0.0,1.0,0.9903226494789124,0.10030613839626312,0.0,0.0,0.00041493153548799455,0.0,0.5982847809791565,0.0,0.0,8.880160748958588e-05,0.0,0.0,0.0,0.354531854391098,0.0,0.0,0.0,0.0,2.4583738195360638e-05,0.08462487161159515,0.0,0.023999255150556564,0.00027213175781071186,0.00013654583017341793,0.02202211134135723,0.0005300171906128526,0.0,0.022231506183743477,0.0,0.0,0.0,0.023214738816022873,0.0,0.0,0
0,1,0,2,1,-1,435841.4793305579,0.0,1.0001922845840454,0.9758074879646301,0.9743112921714783,0.0,0.0,0.3460661768913269,0.0,0.8555563688278198,0.0,0.0,0.2617063820362091,1.0,1.0,0.0,0.0,1.0,0.996181070804596,0.07222163677215576,0.0001811879046726972,0.0,2.1743124307249673e-05,0.0,0.609912633895874,0.0,0.0,0.01031799428164959,0.0,0.0,0.0,0.3590804636478424,0.0,0.0,0.0,0.012563702650368214,0.0,0.09519483149051666,0.0,0.014371122233569622,0.00024868472246453166,7.155297680583317e-06,0.010229519568383694,0.008299363777041435,0.0,0.01608249731361866,0.0,0.0,0.0,0.0064856684766709805,0.0,0.0,0
0,1,0,2,1,-1,435875.0073305579,0.0,0.9969379901885986,0.9746755957603455,0.9738854169845581,0.0,0.0,0.34220024943351746,0.0,0.8517953753471375,0.0,0.0,0.2576097249984741,1.0,1.0,0.0,0.0,1.0,0.9995546340942383,0.04136105254292488,0.0038139009848237038,0.0037461589090526104,0.0,0.0,0.6107046008110046,0.0,0.0,0.010237227194011211,0.0,0.0,0.0,0.37136730551719666,0.0,0.0,0.0,0.04141826555132866,0.004341441672295332,0.10517031699419022,0.0,0.003153099911287427,6.028924326528795e-05,0.0,0.001614247914403677,0.01744058169424534,0.0,0.00391305610537529,0.0,0.0,0.0,0.0003213162417523563,0.0,0.0,0
0,1,0,2,1,-1,435908.53533055796,0.0,0.9619907140731812,0.9746991991996765,0.9738500118255615,0.0,0.0,0.3379451036453247,0.0,0.8472319841384888,0.0,0.0,0.2531794309616089,1.0,1.0,0.0,0.0,1.0,0.9999847412109375,0.00981825590133667,0.009553180076181889,0.009549645707011223,0.0,0.0,0.6012489795684814,0.0,0.0,0.0025869463570415974,0.0,0.0,0.0,0.38138478994369507,0.0,0.0,0.0,0.057259220629930496,0.008168758824467659,0.1042923703789711,0.0,0.0001474076707381755,2.8796534934372175e-06,0.0,6.651571311522275e-05,0.019386807456612587,0.0,0.00018805394938681275,0.0,0.0,0.0,0.0,0.0,0.0,0
0,1,0,2,1,-1,435942.06333055795,0.0,0.9828903079032898,0.9736883044242859,0.9730944037437439,0.0,0.0,0.33084508776664734,0.0,0.843414843082428,0.0,0.0,0.24610744416713715,1.0,1.0,0.0,0.0,1.0,1.0,0.0006024292088113725,0.00887835118919611,0.00887835118919611,0.0,0.0,0.5963560938835144,0.0,0.0,0.00012495389091782272,0.0,0.0,0.0,0.3863574266433716,0.0,0.0,0.0,0.05651364475488663,0.005962362512946129,0.09335867315530777,0.0,0.0,0.002389839617535472,0.0,0.0,0.012438435107469559,0.0,0.0005255657597444952,0.0,0.0,0.0,0.0,0.0,0.0,0
0,1,0,2,1,-1,435975.59133055795,0.0,0.996966540813446,0.9729777574539185,0.9721447229385376,0.0,0.0,0.32345113158226013,0.0,0.8393107652664185,0.0,0.0,0.23887646198272705,1.0,1.0,0.0,0.0,1.0,1.0,8.208136023313273e-06,0.0048498366959393024,0.004421353805810213,0.0,0.0,0.5959898829460144,0.0,0.0,0.0,0.0,0.0,0.0,0.3881162405014038,0.0,0.0,0.0,0.05299593135714531,0.001410872209817171,0.07923182100057602,0.0,0.0,0.007137731648981571,0.0,0.0,0.0032494496554136276,0.0,0.0001966707786777988,0.0,0.0,0.0,0.0,0.0,0.0,0
0,1,0,2,1,-1,436009.11933055794,0.0,1.0000112056732178,0.9721499085426331,0.9708635210990906,0.0,0.0,0.31786099076271057,0.0,0.8343729376792908,0.0,0.0,0.2334837168455124,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0015899266581982374,0.0009435128304176033,0.0,0.0,0.5968703627586365,0.0,0.0,0.0002957240503747016,0.0,0.0,0.0,0.387753427028656,0.0,0.0,0.0,0.054703354835510254,6.72088353894651e-05,0.06864523142576218,0.0,0.0,0.008096187375485897,0.0,0.0,0.0002755715686362237,0.0,1.0305964678991586e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
0,1,0,2,1,-1,436042.6473305579,0.0,0.8730008602142334,0.9716071486473083,0.97071373462677,0.0,0.0,0.317438006401062,0.0,0.8287904262542725,0.0,0.0,0.23313473165035248,1.0,1.0,0.0,0.001216000528074801,1.0,1.0,0.0,0.0019220059039071202,0.0004053353623021394,0.0,0.0,0.5956739783287048,0.0,0.0,0.003984071779996157,0.0,0.0,0.0,0.37884509563446045,0.0,0.0,0.0,0.06468139588832855,0.0,0.07071048021316528,0.0,0.0,0.002258680760860443,0.0,0.0,0.00460330443456769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,1,0,2,1,-1,436076.1753305579,0.0,0.9224736094474792,0.9698517918586731,0.9687463641166687,0.0,0.0,0.3256279230117798,0.0,0.8254730105400085,0.0,0.0,0.24124625325202942,1.0,1.0,0.0,0.0004550195881165564,1.0,0.9950805306434631,0.003020979231223464,0.0025375180412083864,0.002031682524830103,0.0,0.0010072378208860755,0.5973826050758362,0.0,0.0,0.00798243097960949,0.0,0.0,0.0,0.35375216603279114,0.0,0.0,0.0,0.06518889218568802,0.0,0.07836692780256271,0.0,0.0,0.00011191995872650295,0.0,0.0,0.0017187405610457063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,1,0,2,1,-1,436109.7033305579,0.0,0.9581108093261719,0.971000611782074,0.9696462750434875,0.0,0.0,0.34917518496513367,0.0,0.8212724328041077,0.0,0.0,0.26504990458488464,1.0,1.0,0.0,2.384376057307236e-05,1.0,0.9939310550689697,0.028019947931170464,0.0007439633482135832,0.0007179554086178541,0.0,0.0069712079130113125,0.6055346131324768,0.0,0.0,0.014399023726582527,0.0,0.0,0.0,0.3356395661830902,0.0,0.0,0.0,0.06291146576404572,0.0,0.08348988741636276,0.0,0.0,0.0141590666025877,0.0,0.00838011596351862,9.005079482449219e-05,0.010428491979837418,0.0007636254886165261,0.0,0.0,0.0,0.0,0.0,0.0012034871615469456,0
0,1,0,2,1,-1,436143.23133055796,0.0,0.9899089336395264,0.967779815196991,0.9660471081733704,0.0,0.0,0.36983880400657654,0.0,0.8165826201438904,0.0,0.0,0.286175936460495,1.0,1.0,0.0,0.0,1.0,0.9983219504356384,0.03785116225481033,3.7263478589011356e-05,3.7263478589011356e-05,0.0007126802229322493,0.0024843865539878607,0.6155668497085571,0.0,0.0,0.021015767008066177,0.0,0.0,0.0,0.3367302715778351,0.0,0.0,0.0,0.06408646702766418,0.0,0.08259259164333344,0.0,0.007107866462320089,0.018835391849279404,0.0,0.003129006363451481,0.02174222655594349,0.0038891274016350508,0.000285751826595515,0.0,0.0,0.0,0.0,0.0,0.00045033759670332074,0
0,1,0,2,1,-1,436176.75933055795,0.0,0.9998147487640381,0.9666144251823425,0.9650067687034607,0.0,0.0,0.37943339347839355,0.0,0.8117586374282837,0.0,0.0,0.2961631715297699,1.0,1.0,0.0,0.0,1.0,0.9999171495437622,0.025887737050652504,0.0005995018873363733,0.0005995018873363733,0.005292498040944338,0.00012910760415252298,0.6196158528327942,0.0,0.0,0.016532523557543755,0.0,0.0,0.0,0.33183157444000244,0.0,0.0,0.0,0.05253786966204643,0.0,0.07071887701749802,0.0,0.011684928089380264,0.005323787219822407,0.0,0.00016387605865020305,0.04822001978754997,0.00020362428040243685,1.4973962606745772e-05,0.0,0.0,0.0,0.0,0.0,2.3598422558279708e-05,0
0,1,0,2,1,-1,436210.28733055794,0.0,1.0002341270446777,0.9663102030754089,0.9647030830383301,0.0,0.0,0.37563851475715637,0.0,0.8071116209030151,0.0,0.0,0.2924135625362396,1.0,1.0,0.0,0.0,1.0,1.0,0.006115697789937258,0.004068523179739714,0.004068523179739714,0.02086748369038105,0.0,0.6202637553215027,0.0,0.0,0.009984306059777737,0.004407983738929033,0.0,0.0,0.32053545117378235,0.0,0.0,0.0,0.030673280358314514,0.0,0.05768194794654846,0.0,0.01775011047720909,0.0002641150203999132,0.0,0.0,0.07218234241008759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,1,0,2,1,-1,436243.81533055793,0.0,1.0002127885818481,0.9637777805328369,0.9621424674987793,0.0,0.0,0.36659157276153564,0.0,0.8033864498138428,0.0,0.0,0.2832586467266083,1.0,1.0,0.0,0.0,1.0,1.0,0.000291943404590711,0.006936419289559126,0.006936419289559126,0.034786660224199295,0.0,0.6198232173919678,0.0,0.0,0.00392764201387763,0.0035747133661061525,0.0,0.0,0.31244415044784546,0.0,0.0,0.0,0.012079322710633278,0.0,0.04703840985894203,0.0,0.02035181224346161,0.0,0.0,0.0,0.08377934992313385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
